# Generated by scripts/import-romance-lexicons.py; do not edit.
# Lexical pronunciation authority: Montreal Forced Aligner Portuguese dictionaries.
# Pinned mfa-models commit: d6eff86a42c6a90b641e17dfdf7a16555b934483.
# Sources: dictionary/portuguese/brazil_mfa/portuguese_brazil_mfa.dict, dictionary/portuguese/portugal_mfa/portuguese_portugal_mfa.dict.
# Source MFA phones are retained verbatim after NFC normalization.
# word	dialect-membership	mfa-phones
enxadrezados	portugal	ẽ ʃ ɐ ð ɾ e z a ð u ʃ
enxadrista	portugal	ẽ ʃ ɐ ð ɾ i ʃ t ɐ
enxadão	portugal	ẽ ʃ ɐ ð ɐ̃ w̃
enxaguada	portugal	ẽ ʃ ɐ ɡ w a ð ɐ
enxaguar	portugal	ẽ ʃ ɐ ɡ w a ʁ
enxairelada	portugal	ẽ ʃ a j ɾ ɨ l a ð ɐ
enxalmo	portugal	ẽ ʃ a l m u
enxame	portugal	ẽ ʃ ɐ m ɨ
enxameando	portugal	ẽ ʃ ɐ m j ɐ̃ d u
enxaqueca	portugal	ẽ ʃ ɐ c ɛ k ɐ
enxerga	brazil	ĩ ʃ e x ɡ ɐ
enxerga	portugal	ẽ ʃ e ɾ ɣ ɐ
enxergadas	portugal	ẽ ʃ e ɾ ɣ a ð ɐ ʃ
enxergaite	portugal	ẽ ʃ e ɾ ɣ a j t ɨ
enxergam	portugal	ẽ ʃ e ɾ ɣ ɐ̃ w̃
enxergamos	portugal	ẽ ʃ e ɾ ɣ ɐ m u ʃ
enxergando	portugal	ẽ ʃ e ɾ ɣ ɐ̃ d u
enxergar	brazil	ĩ ʃ e x ɡ a x
enxergar	portugal	ẽ ʃ e ɾ ɣ a ɾ
enxergaram	portugal	ẽ ʃ e ɾ ɣ a ɾ ɐ̃ w̃
enxergarmos	portugal	ẽ ʃ e ɾ ɣ a ɾ m u ʃ
enxergas	portugal	ẽ ʃ e ɾ ɣ ɐ ʃ
enxergasse	portugal	ẽ ʃ e ɾ ɡ a s ɨ
enxergassem	portugal	ẽ ʃ e ɾ ɡ s ɐ̃ j̃
enxergava	portugal	ẽ ʃ e ɾ ɣ a v ɐ
enxergavam	portugal	ẽ ʃ e ɾ ɣ a v ɐ̃ w̃
enxergo	portugal	ẽ ʃ e ɾ ɣ u
enxergou	portugal	ẽ ʃ e ɾ ɣ o w
enxergue	portugal	ẽ ʃ e ɾ ɣ ɨ
enxerguei	portugal	ẽ ʃ e ɾ ɟ e j
enxerguem	portugal	ẽ ʃ e ɾ ɡ ɐ̃ j̃
enxergão	portugal	ẽ ʃ e ɾ ɣ ɐ̃ w̃
enxergões	portugal	ẽ ʃ e ɾ ɡ õ j̃ ʃ
enxertadas	portugal	ẽ ʃ ɨ ɾ t ɐ ð ɐ ʃ
enxertado	portugal	ẽ ʃ e ɾ t a ð u
enxertados	portugal	ẽ ʃ e ɾ t a ð u ʃ
enxertos	portugal	ẽ ʃ e ɾ t u ʃ
enxofre	brazil	e n ʃ ɔ f ɾ i
enxofre	brazil+portugal	ẽ j ʃ o f ɾ i
enxota	portugal	ẽ ʃ ɔ t ɐ
enxotada	portugal	ẽ ʃ u t a ð ɐ
enxotadas	portugal	ẽ ʃ u t ɐ ð ɐ ʃ
enxotado	portugal	ẽ ʃ u t a ð u
enxotados	portugal	ẽ ʃ u t a ð u ʃ
enxotam	portugal	ẽ ʃ u t ɐ̃ w̃
enxotando	portugal	ẽ ʃ u t ɐ̃ d u
enxotar	portugal	ẽ ʃ u t a ɾ
enxotara	portugal	ẽ ʃ u t a ɾ ɐ
enxotas	portugal	ẽ ʃ u t ɐ ʃ
enxotava	portugal	ẽ ʃ u t a v ɐ
enxotei	portugal	ẽ ʃ u t e j
enxotou	portugal	ẽ ʃ u t o w
enxoval	portugal	ẽ j ʃ o v a l
enxovalhada	portugal	ẽ j ʃ o v ɐ ʎ a ð ɐ
enxovalhadas	brazil	e n ʃ ɔ v a ʎ a d ɐ s
enxovalhadas	portugal	ẽ j ʃ o v ɐ ʎ a ð ɐ ʃ
enxovalhado	portugal	ẽ j ʃ o v ɐ ʎ a ð u
enxovalham	portugal	ẽ j ʃ o v ɐ ʎ ɐ̃ w̃
enxovalhar	portugal	ẽ j ʃ o v ɐ ʎ a ɾ
enxovia	portugal	ẽ ʃ u v i ɐ
enxuga	portugal	ẽ ʃ u ɣ ɐ
enxugando	portugal	ẽ ʃ u ɣ ɐ̃ d u
enxugar	portugal	ẽ ʃ u ɣ a ɾ
enxugara	portugal	ẽ ʃ u ɣ a ɾ ɐ
enxugaram	brazil	ĩ ʃ u ɡ a ɾ ɐ̃ w̃
enxugas	portugal	ẽ ʃ u ɣ ɐ ʃ
enxugasse	portugal	ẽ ʃ u ɣ a s ɨ
enxugava	portugal	ẽ ʃ u ɣ a v ɐ
enxugavam	portugal	ẽ ʃ u ɣ a v ɐ̃ w̃
enxugou	portugal	ẽ ʃ u ɣ o w
enxugue	portugal	ẽ ʃ u ɣ ɨ
enxuguei	portugal	ẽ ʃ u ɣ ɐ j
enxurrada	portugal	ẽ ʃ u ʁ a ð ɐ
enxurradas	portugal	ẽ ʃ u ʁ a ð ɐ ʃ
enxurram	portugal	ẽ ʃ u ʁ a ɾ ɐ̃ w̃
enxurro	portugal	ẽ ʃ u ʁ u
enxurros	portugal	ẽ ʃ u ʁ u ʃ
enxuta	portugal	ẽ ʃ u t ɐ
enxutas	portugal	ẽ ʃ u t ɐ ʃ
enxuto	brazil+portugal	ẽ ʃ u t u
enxutos	portugal	ẽ ʃ u t u ʃ
enxágue	brazil	ĩ ʃ a ɡ w i
enxárcia	portugal	ẽ ʃ a ɾ s i ɐ
enxárcias	portugal	ẽ ʃ a ɾ s j ɐ ʃ
enxós	portugal	ẽ ʃ ɔ ʃ
enxúndia	portugal	ẽ ʃ ũ d j ɐ
enxúndias	portugal	ẽ ʃ ũ d j ɐ ʃ
enzensberger	portugal	ẽ z ẽ β ɨ ɾ ʒ e ɾ
enzimas	portugal	ẽ z i m ɐ ʃ
enzo	brazil+portugal	ẽ z u
enzímico	brazil	ẽ z i m i k u
enão	portugal	ĩ ɐ̃ w̃
enãoadmitte	portugal	ĩ ɐ̃ w ɐ d m i tʃ i
enças	portugal	ẽ s ɐ ʃ
enéas	brazil	e n ɛ ɐ s
enéas	portugal	ĩ ɛ ɐ ʃ
enéias	portugal	ĩ ɛ j ɐ ʃ
enélope	portugal	ĩ ɛ l ɔ p ɨ
enérgica	brazil	e n ɛ x ʒ i k ɐ
enérgica	portugal	i n ɛ ɾ ʒ i k ɐ
enérgicas	portugal	i n ɛ ɾ ʒ i k ɐ ʃ
enérgico	brazil	e n ɛ x ʒ i k u
enérgico	portugal	i n ɛ ɾ ʒ i k u
enérgicos	portugal	i n ɛ ɾ ʒ i k u ʃ
eníileiravam	portugal	ĩ i l e j ɾ a v ɐ̃ w̃
eníinavas	portugal	ĩ i i n a v ɐ ʃ
enólogo	portugal	i n ɔ l o ɡ u
eo	brazil+portugal	i u
eocontráfaõ	portugal	i u k õ t ʁ a f õ
eocádia	portugal	i u k a ð i ɐ
eolo	portugal	i o l u
eom	portugal	i õ
eomprelieudida	portugal	i õ p ɾ e l j e w ð i ð ɐ
eomsigo	portugal	i õ s i ɣ u
eoo	brazil+portugal	e ɔ u
eozoon	portugal	i ɔ z o õ
epa	portugal	e p ɐ
epassãocom	portugal	e p ɐ s ɐ̃ w̃ k õ
ephemera	portugal	e p ɛ m ɛ ɾ a
ephemeras	portugal	e p ɛ m ɨ ɾ ɐ ʃ
ephemerides	portugal	e p ɛ m ɨ ɾ i ð ɨ ʃ
ephemero	portugal	e p ɛ m ɨ ɾ u
ephemeros	portugal	e p ɛ m ɨ ɾ u ʃ
epicarmo	portugal	i p i k ɐ ɾ m u
epicas	portugal	i p i k ɐ ʃ
epicedio	portugal	i p i s ɨ ð i u
epicentro	brazil	e p i s ẽ t ɾ u
epicentro	portugal	i p i s ẽ t ʁ u
epicuro	portugal	i p i k u ɾ u
epicédio	portugal	i p i c ɛ ð j u
epidauro	portugal	i p i ð a w ɾ u
epidemia	portugal	e p i ð ɨ m i ɐ
epidemia	portugal	i p i ð ɨ m i ɐ
epidemias	portugal	i p i ð ɨ m i ɐ ʃ
epidemiologia	portugal	i p i ð ɨ m j o l o ʒ i a
epiderfe	portugal	i p i ð ɨ ɾ f ɨ
epiderme	brazil	e p i d ɛ x m i
epiderme	portugal	i p i ð ɨ ɾ m ɨ
epidêmica	portugal	i p i d e m i k ɐ
epidêmicas	portugal	i p i d e m i k ɐ ʃ
epidêmico	portugal	i p i d e m i k u
epifania	brazil	e p i f ɐ ɲ i ɐ
epifania	portugal	i p i f ɐ n i ɐ
epifanio	brazil	e p i f ɐ ɲ i u
epifanio	portugal	i p i f ɐ n i u
epiftola	portugal	i p i f t ɔ l ɐ
epiftolas	portugal	i p i f t ɔ l ɐ ʃ
epigastro	portugal	i p i ɣ a ʃ t ɾ u
epigenesia	brazil+portugal	e p i ʒ e n e z i a
epigenia	brazil	e p i ʒ e ɲ i a
epigenia	portugal	e p i ʒ e n i a
epigrafado	portugal	i p i ɣ ɾ ɐ f a d u
epigrama	portugal	i p i ɣ ɾ ɐ m ɐ
epigramas	portugal	i p i ɣ ɾ ɐ m ɐ ʃ
epigramma	portugal	i p i ɡ ɾ ɐ̃ m ɐ
epigrammas	portugal	i p i ɡ ɾ ɐ̃ m ɐ ʃ
epigraphe	portugal	i p i ɣ ɾ ɐ p ɣ i
epigênese	brazil+portugal	e p i ʒ e n e z i
epilepsia	brazil	e p i l e p s i ɐ
epilepsia	portugal	i p i l e p s j ɐ
epileptica	portugal	i p i l ɛ p t i k ɐ
epilogo	portugal	i p i l o ɡ u
epiléptica	brazil	e p i l ɛ p tʃ i k ɐ
epiléptica	portugal	i p i l ɛ p t i k ɐ
epilética	portugal	i p i l ɛ t i k ɐ
epilético	portugal	i p i l ɛ t i k u
epiléticos	portugal	i p i l ɛ t i k u ʃ
epiphonema	portugal	e p i p u n ɛ m ɐ
episcopado	brazil	e p i s k o p a d u
episcopado	portugal	i p i ʃ k o p a d u
episcopaes	portugal	i p i ʃ k o p a j s
episcopal	portugal	i p i ʃ k o p a l
episcopalmente	portugal	i p i ʃ k o p a l m ẽ t ɨ
episodio	portugal	i p i z ɔ ð j u
episodios	portugal	i p i z ɔ d j u ʃ
episodiá	portugal	i p i z ɔ d j a
epistola	portugal	i p i ʃ t ɔ l ɐ
epistolar	portugal	i p i ʃ t u l a ɾ
epistolas	portugal	i p i ʃ t ɔ l ɐ ʃ
episódio	brazil	e p i s ɔ dʒ j u
episódio	portugal	e p i z ɔ ð j u
episódio	portugal	i p i z ɔ ð j u
episódios	brazil	e p i s ɔ dʒ j u s
episódios	portugal	i p i z ɔ ð j u ʃ
epitaciolândia	brazil	e p i t a s j o l ɐ̃ dʒ j ɐ
epitaciolândia	portugal	i p i t ɐ s j o l ɐ̃ d i ɐ
epitalâmio	portugal	i p i t ɐ l ɐ m j u
epitaphio	portugal	i p i t ɐ p ɣ i w
epitaphios	portugal	i p i t a p j u ʃ
epitheto	portugal	i p i t ɛ t u
epithetos	portugal	i p i t ɛ t u ʃ
epito	portugal	i p i t u
epitácio	brazil	e p i t a s j u
epitácio	portugal	i p i t a s j u
epitáfio	portugal	i p i t a f i u
epitáfios	portugal	i p i t a f i u ʃ
epizootias	portugal	i p i z o o tʃ i ɐ ʃ
epoca	portugal	e p ɔ k ɐ
epocha	portugal	e p ɔ ʃ ɐ
epochas	portugal	e p ɔ ʃ ɐ ʃ
epois	portugal	e p o j ʃ
eponina	portugal	e p u n i n ɐ
epopeia	brazil+portugal	e p o p ɛ j ɐ
epopéa	portugal	e p o p ɛ ɐ
epopéia	portugal	e p o p ɛ j ɐ
epopéias	portugal	e p o p ɛ j ɐ ʃ
epos	portugal	e p u ʃ
epublica	portugal	e p u β l i k ɐ
epífitas	portugal	e p i f i t ɐ ʃ
epígrafe	portugal	e p i ɡ ɾ a f ɨ
epígrafes	portugal	e p i ɡ ɾ a f ɨ ʃ
epílogo	brazil	e p i l ɔ ɡ u
epílogo	portugal	e p i l o ɡ u
epíscopo	brazil	e p i s k o p u
epístola	portugal	e p i ʃ t ɔ l ɐ
epístolas	portugal	e p i ʃ t ɔ l ɐ ʃ
epíteto	portugal	e p i t ɛ t u
epítetos	portugal	e p i t ɛ t u ʃ
equacionar	brazil	e k w a s j o n a x
equacionar	portugal	e k w ɐ s j u n a ɾ
equador	brazil	e k w a d o x
equador	portugal	e k w ɐ ð o ɾ
equalização	brazil	e k w a ʎ i z a s ɐ̃ w̃
equasi	portugal	e k w a z i
equatoriais	portugal	e k w a t ɔ ɾ j a i ʃ
equatorial	portugal	e k w a t u ɾ j a l
equação	brazil	e k w a s ɐ̃ w̃
equação	portugal	e k w ɐ s ɐ̃ w̃
equações	brazil	e k w a s õ j̃ s
equações	portugal	e k w ɐ s õ j̃ ʃ
eque	portugal	ɛ k ɨ
equestre	brazil	e k w ɛ ʃ t ɾ i
equestre	portugal	e k w ɛ ʃ t ɾ ɨ
equi	portugal	i c i
equidade	brazil	e k w i d a dʒ i
equidade	portugal	i k w i ð a ð ɨ
equilibra	brazil	e c i ʎ i b ɾ ɐ
equilibra	portugal	e c i l i b ɾ ɐ
equilibrada	brazil	e c i ʎ i b ɾ a d ɐ
equilibrada	portugal	e c i l i b ɾ a ð ɐ
equilibradas	portugal	e c i l i b ɾ a d ɐ ʃ
equilibrado	portugal	e c i l i b ɾ a ð u
equilibrados	portugal	e c i l i b ɾ a ð u ʃ
equilibrando	brazil	e c i ʎ i b ɾ ɐ̃ d u
equilibrando	portugal	e c i l i b ɾ ɐ̃ d u
equilibrar	brazil	e c i ʎ i b ɾ a x
equilibrar	portugal	e c i l i b ɾ a ɾ
equilibrar	portugal	i c i l i b ɾ a ɾ
equilibrasse	portugal	e c i l i b ɾ ɐ s ɨ
equilibrava	portugal	e c i l i b ɾ a v ɐ
equilibravam	portugal	e c i l i b ɾ a v ɐ̃ w̃
equilibre	portugal	e c i l i b ɾ ɨ
equilibrio	portugal	e c i l i b ɾ j u
equilibrista	portugal	e c i l i b ɾ i ʃ t ɐ
equilibrou	portugal	e c i l i b ɾ o w
equilíbrio	brazil	e c i ʎ i b ɾ i w
equilíbrio	brazil	e c i ʎ i b ɾ j u
equilíbrio	portugal	e c i l i b ɾ j u
equino	brazil+portugal	e k w i n u
equinocial	brazil	e k w i n o s j a w
equinocial	portugal	e k w i n u s j a l
equinócio	brazil	e c i n ɔ s j u
equinócio	brazil+portugal	e k w i n ɔ s j u
equipa	brazil	e c i p ɐ
equipa	portugal	i c i p ɐ
equipada	portugal	i c i p a d ɐ
equipadas	portugal	i c i p a d ɐ ʃ
equipado	brazil	e c i p a d u
equipado	portugal	i c i p a d u
equipados	portugal	i c i p a ð u ʃ
equipagem	portugal	i c i p a ʒ ɐ̃ j̃
equipamento	brazil	e c i p a m ẽ t u
equipamento	portugal	i c i p ɐ m ẽ t u
equipamentos	brazil	e c i p a m ẽ t u s
equipamentos	portugal	i c i p ɐ m ẽ t u ʃ
equipar	brazil	e c i p a x
equipar	portugal	e c i p a ɾ
equipar	portugal	i c i p a ɾ
equipara	portugal	i c i p a ɾ ɐ
equiparado	portugal	i c i p ɐ ɾ a ð u
equiparam	portugal	i c i p a ɾ ɐ̃ w̃
equiparar	portugal	i c i p ɐ ɾ a ɾ
equipararmos	portugal	i c i p ɐ ɾ ɐ ɾ m u ʃ
equiparavam	portugal	i c i p ɐ ɾ a v ɐ̃ w̃
equiparação	portugal	i c i p ɐ ɾ a s ɐ̃ w̃
equiparálo	portugal	i c i p ɐ ɾ a l u
equipas	portugal	i c i p ɐ ʃ
equipe	brazil	e c i p i
equipe	portugal	i c i p i
equipendência	brazil+portugal	i k w i p ẽ d ẽ s i ɐ
equipes	brazil	e c i p i s
equipes	portugal	i c i p i s
equitativa	portugal	i c i t ɐ t i v ɐ
equitativas	portugal	i c i t ɐ t i v ɐ ʃ
equitativo	portugal	i c i t ɐ t i v u
equitativos	portugal	i c i t ɐ t i v u ʃ
equitação	portugal	i c i t ɐ s ɐ̃ w̃
equivale	brazil	e c i v a ʎ i
equivale	portugal	i c i v ɐ l ɨ
equivalencia	portugal	i c i v ɐ l ẽ s j a
equivalente	brazil	e c i v a l ẽ tʃ i
equivalente	portugal	i c i v ɐ l ẽ t ɨ
equivalentes	brazil	e c i v a l ẽ tʃ i s
equivalentes	portugal	i c i v ɐ l ẽ t ɨ ʃ
equivaleu	portugal	i c i v ɐ l e w
equivalia	portugal	i c i v ɐ l j ɐ
equivaliam	portugal	i c i v ɐ l i ɐ̃ w̃
equivalência	brazil	e c i v a l ẽ s j a
equivalências	brazil	e c i v a l ẽ s i ɐ s
equivalências	portugal	i c i v ɐ l ẽ s j ɐ ʃ
equivoca	portugal	e c i v o k a
equivocada	brazil	e c i v o k a d a
equivocada	portugal	e c i v o k a ð ɐ
equivocadamente	brazil	e c i v o k a d a m ẽ tʃ i
equivocadamente	portugal	e c i v o k a ð ɐ m ẽ t ɨ
equivocado	portugal	e c i v o k a ð u
equivocara	portugal	e c i v o k a ɾ ɐ
equivocas	portugal	e c i v o k a s
equivoco	portugal	e c i v o k u
equivocos	portugal	e c i v o k u ʃ
equivocou	brazil+portugal	e c i v o k o w
equoterapia	portugal	i k ɔ t ɛ ʁ a p i ɐ
equânime	portugal	e k w ɐ n i m i
equívoca	portugal	e k w i v o k a
equívocas	portugal	e k w i v o k a s
equívoco	brazil+portugal	e k w i v o k u
equívocos	brazil	e k w i v o k u s
equívocos	portugal	e k w i v o k u ʃ
equórea	portugal	e k w ɔ ɾ j ɐ
equóreo	portugal	e k w ɔ ɾ j u
eqüestre	portugal	i k w ɛ ʃ t ɾ ɨ
eqüidade	portugal	i k w i ð a ð ɨ
eqüidistantes	portugal	i k w ɨ ð i ʃ t ɐ̃ t ɨ ʃ
eqüivale	portugal	i k w i v ɐ l ɨ
eqüivalem	portugal	i k w i v a l ẽ
er	portugal	e ɾ
era	brazil+portugal	ɛ ɾ ɐ
erafim	portugal	ɛ ɾ a f ĩ
eraldo	portugal	ɛ ɾ a l d u
eram	brazil	e ɾ ɐ̃ w̃
eram	portugal	ɛ ɾ ɐ̃ w̃
eramos	portugal	ɛ ɾ a m u ʃ
eramudeceu	portugal	ɛ ɾ ɐ m u ð ɨ s e w
erard	portugal	e ʁ a ɾ ð
erario	portugal	ɛ ɾ ɐ ɾ i u
eras	brazil	e ɾ ɐ s
eras	portugal	ɛ ɾ ɐ ʃ
erasmo	brazil	e ɾ a z m u
erasmo	portugal	ɛ ɾ a ʒ m u
erat	portugal	ɛ ɾ a t ɨ
ercio	portugal	e ɾ s j u
erdoe	portugal	e ɾ d w i
erdão	portugal	i ɾ ð ɐ̃ w̃
ereatura	portugal	i ɾ j ɐ t u ɾ ɐ
erebango	brazil+portugal	e ɾ ɛ b ɐ̃ ɡ u
erechim	brazil	e ɾ ɛ ʃ ĩ
erechim	portugal	i ɾ e ʃ ĩ
erechtheide	portugal	i ɾ e ʃ t e j ð ɨ
erecta	portugal	i ɾ ɛ k t ɐ
erectas	portugal	i ɾ ɛ k t ɐ ʃ
erecto	portugal	i ɾ ɛ k t u
erectos	portugal	i ɾ ɛ k t u ʃ
erecêemo	portugal	i ɾ ɨ s e e m u
ereflectindo	portugal	i ɾ ɨ f l ɛ k t ĩ d u
ereis	portugal	i ɾ ɐ j ʃ
eremita	portugal	i ɾ ɨ m i t ɐ
eremitas	brazil	e ɾ e m i t ɐ s
eremitas	portugal	i ɾ ɨ m i t ɐ ʃ
eremitão	portugal	i ɾ ɨ m i t ɐ̃ w̃
ereou	portugal	i ɾ j o w
eretismo	portugal	i ɾ ɨ t i ʒ m u
ereto	portugal	i ɾ ɛ t u
eretos	portugal	i ɾ ɨ t u ʃ
eretria	portugal	i ɾ ɨ t ɾ i ɐ
erevan	brazil	e ɾ e v ɐ̃
ereâos	portugal	i ɾ ɨ u ʃ
ereção	portugal	i ɾ ɛ s ɐ̃ w̃
erg	portugal	ɛ ɾ ɡ
erga	portugal	i ɾ ɣ ɐ
ergas	portugal	i ɾ ɣ ɐ ʃ
ergo	portugal	i ɾ ɣ u
ergonomia	portugal	i ɾ ɣ u n u m i ɐ
ergonomicamente	portugal	e ɾ ɡ ɔ n u m i k ɐ m ẽ t ɨ
ergonômica	brazil	e x ɡ o n o m i k ɐ
ergonômica	portugal	e ɾ ɡ ɔ n o m i k ɐ
ergue	brazil	e x ɟ i
ergue	portugal	i ɾ ɣ ɨ
ergueflem	portugal	i ɾ ɣ ɨ f l ɐ̃ j̃
erguem	portugal	i ɾ ɣ ɐ̃ j̃
erguemos	portugal	i ɾ ɣ e m u ʃ
erguendo	brazil	e x ɟ ẽ d u
erguendo	portugal	i ɾ ɣ ẽ d u
erguer	brazil	e x ɟ e x
erguer	portugal	e ɾ ɟ e ɾ
erguera	portugal	e ɾ ɟ e ɾ ɐ
ergueram	portugal	e ɾ ɟ e ɾ ɐ̃ w̃
erguerem	portugal	e ɾ ɟ e ɾ ɐ̃ j̃
ergueres	portugal	i ɾ ɣ ɛ ɾ ɨ ʃ
ergueria	portugal	i ɾ ɣ ɨ ɾ i ɐ
erguesse	portugal	i ɾ ɣ e s ɨ
erguessem	portugal	i ɾ ɣ ɨ s ɐ̃ j̃
ergueste	portugal	i ɾ ɣ ɛ ʃ t ɨ
ergueu	portugal	e ɾ ɣ e w
ergueu	portugal	i ɾ ɣ e w
ergueuse	portugal	i ɾ ɣ e w z ɨ
ergui	portugal	i ɾ ɣ i
erguia	portugal	i ɾ ɣ i ɐ
erguiam	portugal	i ɾ ɣ i ɐ̃ w̃
erguida	brazil	e x ɟ i d ɐ
erguida	portugal	i ɾ ɣ i ð ɐ
erguidas	portugal	i ɾ ɣ i ð ɐ ʃ
erguido	portugal	e ɾ ɣ i ð u
erguido	portugal	i ɾ ɣ i ð u
erguidos	portugal	i ɾ ɣ i ð u ʃ
erguêra	portugal	i ɾ ɣ e ɾ ɐ
ergástulo	portugal	ɛ ɾ ɡ a ʃ t u l u
ergástulos	portugal	ɛ ɾ ɡ a ʃ t u l u ʃ
eria	portugal	i ɾ j ɐ
eric	brazil	e ɾ i k
eric	portugal	i ɾ i c i
ericeira	portugal	i ɾ ɨ s ɐ j ɾ ɐ
erick	brazil	e ɾ i k
erick	portugal	i ɾ i k
erifqjianto	portugal	i ɾ i f k ʒ i ɐ̃ t u
erige	portugal	i ɾ i ʒ ɨ
erigem	portugal	i ɾ i ʒ ɐ̃ j̃
erigi	portugal	i ɾ ɨ ʒ i
erigia	portugal	i ɾ i ʒ i a
erigiam	portugal	i ɾ i ʒ i ɐ̃ w̃
erigida	portugal	e ʁ i ʒ i ð ɐ
erigidas	portugal	e ʁ i ʒ i ð ɐ ʃ
erigido	portugal	e ʁ i ʒ i ð u
erigindo	portugal	i ɾ i ʒ ĩ d u
erigir	portugal	i ɾ i ʒ i ɾ
erigira	portugal	i ɾ i ʒ i ɾ ɐ
erigiram	portugal	i ɾ i ʒ i ɾ ɐ̃ w̃
erigirse	portugal	i ɾ i ʒ i ɾ s ɨ
erigisse	portugal	i ɾ ɨ ʒ i s ɨ
erigiu	portugal	i ɾ i ʒ i w
erija	portugal	e ʁ i ʒ ɐ
erijam	portugal	e ʁ i ʒ ɐ̃ w̃
erik	brazil	e ɾ a j k
erik	portugal	i ɾ i k
erike	brazil	e ɾ a j c i
erike	portugal	i ɾ i k ɨ
erin	brazil	e ɾ ĩ
erin	portugal	i ɾ ĩ
erique	brazil	e x i c i
erique	portugal	e ʁ i k ɨ
erisipela	portugal	i ɾ i z i p ɛ l ɐ
erisipelas	portugal	i ɾ i z i p ɛ l ɐ ʃ
eritos	portugal	i ɾ i t u ʃ
eritreia	portugal	i ɾ i t ɾ ɐ j ɐ
eritrinas	portugal	i ɾ i t ɾ i n ɐ ʃ
eritrocitárias	portugal	i ɾ i t ɾ u s i t a ɾ j ɐ ʃ
eriça	portugal	i ɾ i s ɐ
eriçada	portugal	i ɾ i s a ð ɐ
eriçadas	portugal	i ɾ i s a ð ɐ ʃ
eriçado	portugal	i ɾ i s a ð u
eriçados	portugal	i ɾ i s a ð u ʃ
eriçam	portugal	i ɾ i s ɐ̃ w̃
eriçando	portugal	i ɾ i s ɐ̃ d u
eriçavam	portugal	i ɾ i s a v ɐ̃ w̃
erm	portugal	e ɾ m
erma	portugal	e ɾ m ɐ
ermana	portugal	e ɾ m ɐ n ɐ
ermas	portugal	e ɾ m ɐ ʃ
ermavam	portugal	e ɾ m a v ɐ̃ w̃
ermida	portugal	e ɾ m i ð ɐ
ermida	portugal	i ɾ m i ð ɐ
ermidinha	portugal	e ɾ m i ð i ɲ ɐ
ermitão	portugal	e ɾ m i t ɐ̃ w̃
ermitões	portugal	e ɾ m i t õ j̃ ʃ
ermo	brazil	ɛ x m u
ermo	portugal	e ɾ m u
ermos	portugal	e ɾ m u ʃ
ernambuco	portugal	ɛ ɾ n ɐ̃ b u k u
ernani	portugal	ɛ ɾ n ɐ n i
ernest	brazil	e x n ɛ s tʃ
ernest	portugal	ɛ ɾ n ɛ ʃ t
ernestina	brazil	e x n ɛ s tʃ i n ɐ
ernestina	portugal	ɛ ɾ n ɛ ʃ t i n ɐ
ernesto	brazil	e x n ɛ s t u
ernesto	portugal	ɛ ɾ n ɛ ʃ t u
ernst	portugal	e ʁ ʃ t
ero	portugal	ɛ ɾ u
eros	portugal	ɛ ɾ u ʃ
erosiva	portugal	i ɾ u z i v ɐ
erosão	brazil	e ɾ o z ɐ̃ w̃
erosão	portugal	i ɾ ɔ z ɐ̃ w̃
erosões	portugal	i ɾ ɔ z õ j̃ ʃ
erotização	portugal	i ɾ u t i z ɐ s ɐ̃ w̃
erra	portugal	i ʁ ɐ
errabundos	portugal	i ʁ ɐ β ũ d u ʃ
errada	brazil	e x a d ɐ
errada	portugal	i ʁ a ð ɐ
erradainente	portugal	i ʁ ɐ ð ɐ i n ẽ t ɨ
erradamente	brazil	e x a d a m ẽ tʃ i
erradamente	portugal	i ʁ ɐ ð ɐ m ẽ t ɨ
erradas	brazil	e x a d ɐ s
erradas	portugal	i ʁ ɐ ð ɐ ʃ
erradia	portugal	i ʁ ɐ ð i ɐ
erradicada	portugal	i ʁ ɐ ð i k a ð ɐ
erradicado	portugal	i ʁ ɐ ð i k a ð u
erradicam	portugal	i ʁ ɐ ð i k ɐ̃ w̃
erradicar	brazil	e x a dʒ i k a x
erradicar	portugal	i ʁ ɐ ð i k a ɾ
erradicação	brazil	e x a dʒ i k a s ɐ̃ w̃
erradicação	portugal	i ʁ ɐ ð i k ɐ s ɐ̃ w̃
erradio	portugal	i ʁ ɐ ð i u
erradios	portugal	i ʁ ɐ ð i u ʃ
errado	brazil	e x a d u
errado	portugal	i ʁ a ð u
errados	brazil	e x a d u s
errados	portugal	i ʁ ɐ ð u ʃ
erraftes	portugal	i ʁ a f t ɨ ʃ
erram	portugal	i ʁ ɐ̃ w̃
erramos	brazil	ɛ x ɐ m u s
erramos	portugal	i ʁ ɐ m u ʃ
errando	portugal	i ʁ ɐ̃ d u
errante	portugal	i ʁ ɐ̃ t ɨ
errantes	portugal	i ʁ ɐ̃ t ɨ ʃ
errar	brazil	e x a x
errar	brazil	e x a ɾ
errar	brazil	ɛ x a x
errar	portugal	i ʁ a ɾ
errara	portugal	i ʁ a ɾ ɐ
erraram	brazil	e x a ɾ ɐ̃ w̃
erraram	portugal	i ʁ a ɾ ɐ̃ w̃
errarem	portugal	i ʁ a ɾ ɐ̃ j̃
errará	portugal	i ʁ ɐ ɾ a
errasse	portugal	i ʁ a s ɨ
errassem	portugal	i ʁ a s ɐ̃ j̃
errata	portugal	i ʁ a t ɐ
